Date,Region_Name,Average_Price
2008-05-01,United Kingdom,169742
2008-06-01,Scotland,136219
2008-06-01,England,176883
2008-06-01,Wales,134336
2008-06-01,United Kingdom,167498
2008-07-01,Scotland,134444
2008-07-01,Wales,130572
2008-07-01,England,175462
2008-07-01,United Kingdom,165669
2008-08-01,England,171355
2008-08-01,Wales,132238
2008-08-01,Scotland,132590
2008-08-01,United Kingdom,162212
2008-09-01,Wales,125576
2008-09-01,England,167330
2008-09-01,Scotland,127429
2008-09-01,United Kingdom,158128
2008-10-01,Scotland,128794
2008-10-01,England,163571
2008-10-01,Wales,126870
2008-10-01,United Kingdom,154920
2008-11-01,Wales,124325
2008-11-01,England,158831
2008-11-01,Scotland,124927
2008-11-01,United Kingdom,150563
2008-12-01,England,156533
2008-12-01,Scotland,121026
2008-12-01,Wales,122526
2008-12-01,United Kingdom,148267
2009-01-01,Wales,118377
2009-01-01,Scotland,119792
2009-01-01,England,153585
2009-01-01,United Kingdom,144840
2009-02-01,England,151964
2009-02-01,Wales,117437
2009-02-01,Scotland,116433
2009-02-01,United Kingdom,143166
2009-03-01,Scotland,120988
2009-03-01,Wales,116562
2009-03-01,England,150438
2009-03-01,United Kingdom,142278
2009-04-01,Wales,118693
2009-04-01,Scotland,122189
2009-04-01,England,151724
2009-04-01,United Kingdom,143567
2009-05-01,Scotland,125773
2009-05-01,Wales,120582
2009-05-01,England,153648
2009-05-01,United Kingdom,145550
2009-06-01,England,155344
2009-06-01,Wales,119254
2009-06-01,Scotland,127072
2009-06-01,United Kingdom,146984
2009-07-01,Scotland,128109
2009-07-01,Wales,121462
2009-07-01,England,158306
2009-07-01,United Kingdom,149620
2009-08-01,Scotland,127658
2009-08-01,England,160128
2009-08-01,Wales,121924
2009-08-01,United Kingdom,151096
2009-09-01,Scotland,126761
2009-09-01,Wales,122364
2009-09-01,England,161649
2009-09-01,United Kingdom,152283
2009-10-01,Scotland,127904
2009-10-01,England,162688
2009-10-01,Wales,123750
2009-10-01,United Kingdom,153306
2009-11-01,Scotland,129125
2009-11-01,England,163163
2009-11-01,Wales,124162
2009-11-01,United Kingdom,153823
2009-12-01,England,164408
2009-12-01,Scotland,128022
2009-12-01,Wales,125911
2009-12-01,United Kingdom,154832
2010-01-01,Wales,120944
2010-01-01,England,164711
2010-01-01,Scotland,124112
2010-01-01,United Kingdom,154268
2010-02-01,England,165457
2010-02-01,Wales,121157
2010-02-01,Scotland,121755
2010-02-01,United Kingdom,154654
2010-03-01,England,165002
2010-03-01,Wales,123732
2010-03-01,Scotland,124038
2010-03-01,United Kingdom,154645
2010-04-01,Scotland,128143
2010-04-01,Wales,124745
2010-04-01,England,166919
2010-04-01,United Kingdom,156625
2010-05-01,Wales,125442
2010-05-01,England,167823
2010-05-01,Scotland,127965
2010-05-01,United Kingdom,157379
2010-06-01,England,168675
2010-06-01,Scotland,129189
2010-06-01,Wales,124868
2010-06-01,United Kingdom,158155
2010-07-01,Wales,126912
2010-07-01,England,170434
2010-07-01,Scotland,130339
2010-07-01,United Kingdom,159757
2010-08-01,Wales,125413
2010-08-01,England,170706
2010-08-01,Scotland,128781
2010-08-01,United Kingdom,159748
2010-09-01,Wales,126090
2010-09-01,England,170162
2010-09-01,Scotland,128715
2010-09-01,United Kingdom,159337
2010-10-01,Wales,126064
2010-10-01,England,168152
2010-10-01,Scotland,128708
2010-10-01,United Kingdom,157562
2010-11-01,England,166452
2010-11-01,Wales,120670
2010-11-01,Scotland,126552
2010-11-01,United Kingdom,155691
2010-12-01,England,166202
2010-12-01,Scotland,124867
2010-12-01,Wales,122109
2010-12-01,United Kingdom,155405
2011-01-01,Wales,120980
2011-01-01,Scotland,124856
2011-01-01,England,164697
2011-01-01,United Kingdom,154113
2011-02-01,England,164101
2011-02-01,Wales,121161
2011-02-01,Scotland,121170
2011-02-01,United Kingdom,153297
2011-03-01,Scotland,121416
2011-03-01,Wales,118483
2011-03-01,England,163378
2011-03-01,United Kingdom,152591
2011-04-01,England,165687
2011-04-01,Wales,122354
2011-04-01,Scotland,124954
2011-04-01,United Kingdom,154958
2011-05-01,Wales,121278
2011-05-01,England,164910
2011-05-01,Scotland,124938
2011-05-01,United Kingdom,154269
2011-06-01,England,165071
2011-06-01,Scotland,126264
2011-06-01,Wales,121453
2011-06-01,United Kingdom,154530
2011-07-01,England,167266
2011-07-01,Scotland,128400
2011-07-01,Wales,121731
2011-07-01,United Kingdom,156476
2011-08-01,Wales,122518
2011-08-01,England,167428
2011-08-01,Scotland,127523
2011-08-01,United Kingdom,156570
2011-09-01,Scotland,126976
2011-09-01,Wales,124054
2011-09-01,England,166907
2011-09-01,United Kingdom,156179
2011-10-01,Scotland,124255
2011-10-01,England,165385
2011-10-01,Wales,120911
2011-10-01,United Kingdom,154456
2011-11-01,Wales,123484
2011-11-01,Scotland,123373
2011-11-01,England,165412
2011-11-01,United Kingdom,154533
2011-12-01,Wales,120627
2011-12-01,Scotland,121178
2011-12-01,England,165046
2011-12-01,United Kingdom,153880
2012-01-01,England,164449
2012-01-01,Scotland,120989
2012-01-01,Wales,120342
2012-01-01,United Kingdom,152831
2012-02-01,England,164432
2012-02-01,Wales,119610
2012-02-01,Scotland,117292
2012-02-01,United Kingdom,152415
2012-03-01,England,164584
2012-03-01,Wales,119522
2012-03-01,Scotland,120685
2012-03-01,United Kingdom,152866
2012-04-01,England,166680
2012-04-01,Wales,121352
2012-04-01,Scotland,120417
2012-04-01,United Kingdom,154623
2012-05-01,England,167136
2012-05-01,Wales,121528
2012-05-01,Scotland,121688
2012-05-01,United Kingdom,155121
2012-06-01,England,168713
2012-06-01,Wales,123077
2012-06-01,Scotland,123523
2012-06-01,United Kingdom,156645
2012-07-01,Wales,122468
2012-07-01,England,169714
2012-07-01,Scotland,122685
2012-07-01,United Kingdom,157246
2012-08-01,Wales,122012
2012-08-01,England,170066
2012-08-01,Scotland,121958
2012-08-01,United Kingdom,157431
2012-09-01,England,169532
2012-09-01,Wales,121152
2012-09-01,Scotland,121080
2012-09-01,United Kingdom,156871
2012-10-01,England,168445
2012-10-01,Wales,120138
2012-10-01,Scotland,119920
2012-10-01,United Kingdom,155761
2012-11-01,England,168681
2012-11-01,Scotland,118524
2012-11-01,Wales,121625
2012-11-01,United Kingdom,155888
2012-12-01,England,168440
2012-12-01,Scotland,117574
2012-12-01,Wales,120386
2012-12-01,United Kingdom,155534
2013-01-01,Scotland,117973
2013-01-01,Wales,120804
2013-01-01,England,166938
2013-01-01,United Kingdom,154495
2013-02-01,Scotland,115650
2013-02-01,Wales,119021
2013-02-01,England,167304
2013-02-01,United Kingdom,154465
2013-03-01,England,168234
2013-03-01,Scotland,116783
2013-03-01,Wales,120226
2013-03-01,United Kingdom,155385
2013-04-01,Scotland,118758
2013-04-01,England,169850
2013-04-01,Wales,119939
2013-04-01,United Kingdom,156909
2013-05-01,Wales,121804
2013-05-01,England,170531
2013-05-01,Scotland,120633
2013-05-01,United Kingdom,157736
2013-06-01,Scotland,122327
2013-06-01,Wales,122504
2013-06-01,England,171916
2013-06-01,United Kingdom,159045
2013-07-01,Wales,121672
2013-07-01,England,173979
2013-07-01,Scotland,123580
2013-07-01,United Kingdom,160830
2013-08-01,Wales,123888
2013-08-01,England,175271
2013-08-01,Scotland,124889
2013-08-01,United Kingdom,162110
2013-09-01,England,175686
2013-09-01,Scotland,122961
2013-09-01,Wales,123171
2013-09-01,United Kingdom,162217
2013-10-01,England,175003
2013-10-01,Wales,121282
2013-10-01,Scotland,122611
2013-10-01,United Kingdom,161554
2013-11-01,Wales,123119
2013-11-01,Scotland,123781
2013-11-01,England,175855
2013-11-01,United Kingdom,162450
2013-12-01,England,178011
2013-12-01,Wales,121748
2013-12-01,Scotland,122231
2013-12-01,United Kingdom,163942
2014-01-01,Wales,124609
2014-01-01,Scotland,122220
2014-01-01,England,177748
2014-01-01,United Kingdom,164137
2014-02-01,Scotland,120322
2014-02-01,England,178769
2014-02-01,Wales,125315
2014-02-01,United Kingdom,164818
2014-03-01,Scotland,121877
2014-03-01,Wales,123531
2014-03-01,England,179421
2014-03-01,United Kingdom,165385
2014-04-01,England,183399
2014-04-01,Scotland,124711
2014-04-01,Wales,125605
2014-04-01,United Kingdom,169065
2014-05-01,Scotland,126714
2014-05-01,England,185212
2014-05-01,Wales,128324
2014-05-01,United Kingdom,170856
2014-06-01,England,186892
2014-06-01,Scotland,128414
2014-06-01,Wales,127844
2014-06-01,United Kingdom,172331
2014-07-01,Scotland,130067
2014-07-01,England,189606
2014-07-01,Wales,128366
2014-07-01,United Kingdom,174755
2014-08-01,Wales,129444
2014-08-01,Scotland,130465
2014-08-01,England,192042
2014-08-01,United Kingdom,176803
2014-09-01,Scotland,129726
2014-09-01,Wales,130873
2014-09-01,England,192263
2014-09-01,United Kingdom,176993
2014-10-01,England,191952
2014-10-01,Scotland,129927
2014-10-01,Wales,129368
2014-10-01,United Kingdom,176731
2014-11-01,England,191380
2014-11-01,Wales,129622
2014-11-01,Scotland,128308
2014-11-01,United Kingdom,176137
2014-12-01,Scotland,127668
2014-12-01,England,191986
2014-12-01,Wales,129628
2014-12-01,United Kingdom,176561
2015-01-01,Wales,128912
2015-01-01,England,191523
2015-01-01,Scotland,129869
2015-01-01,United Kingdom,175636
2015-02-01,Scotland,127575
2015-02-01,Wales,128403
2015-02-01,England,192060
2015-02-01,United Kingdom,175785
2015-03-01,England,191999
2015-03-01,Scotland,134523
2015-03-01,Wales,128044
2015-03-01,United Kingdom,176439
2015-04-01,Scotland,128978
2015-04-01,Wales,129756
2015-04-01,England,194432
2015-04-01,United Kingdom,177994
2015-05-01,Wales,130243
2015-05-01,Scotland,130564
2015-05-01,England,196630
2015-05-01,United Kingdom,179917
2015-06-01,England,198149
2015-06-01,Scotland,131762
2015-06-01,Wales,131119
2015-06-01,United Kingdom,181289
2015-07-01,England,201590
2015-07-01,Wales,131815
2015-07-01,Scotland,133810
2015-07-01,United Kingdom,184365
2015-08-01,England,203703
2015-08-01,Scotland,133341
2015-08-01,Wales,133176
2015-08-01,United Kingdom,186053
2015-09-01,England,204263
2015-09-01,Wales,132795
2015-09-01,Scotland,133035
2015-09-01,United Kingdom,186435
2015-10-01,Scotland,132471
2015-10-01,Wales,133423
2015-10-01,England,204572
2015-10-01,United Kingdom,186689
2015-11-01,Wales,133482
2015-11-01,Scotland,133255
2015-11-01,England,206293
2015-11-01,United Kingdom,188125
2015-12-01,Scotland,131549
2015-12-01,Wales,133999
2015-12-01,England,207315
2015-12-01,United Kingdom,188767
2016-01-01,Wales,132574
2016-01-01,Scotland,131634
2016-01-01,England,208050
2016-01-01,United Kingdom,189268
2016-02-01,Scotland,129551
2016-02-01,England,208301
2016-02-01,Wales,135127
2016-02-01,United Kingdom,189352
2016-03-01,England,210224
2016-03-01,Scotland,131107
2016-03-01,Wales,134091
2016-03-01,United Kingdom,191298
2016-04-01,Scotland,131303
2016-04-01,Wales,134382
2016-04-01,England,211282
2016-04-01,United Kingdom,192013
2016-05-01,Scotland,133044
2016-05-01,England,213723
2016-05-01,Wales,136627
2016-05-01,United Kingdom,194250
2016-06-01,Wales,138664
2016-06-01,England,215668
2016-06-01,Scotland,134949
2016-06-01,United Kingdom,196106
2016-07-01,England,217970
2016-07-01,Wales,138575
2016-07-01,Scotland,136931
2016-07-01,United Kingdom,198169
2016-08-01,Scotland,135571
2016-08-01,Wales,137657
2016-08-01,England,218261
2016-08-01,United Kingdom,198186
2016-09-01,Scotland,135236
2016-09-01,England,217952
2016-09-01,Wales,137271
2016-09-01,United Kingdom,197883
2016-10-01,Scotland,134368
2016-10-01,Wales,138864
2016-10-01,England,217098
2016-10-01,United Kingdom,197230
2016-11-01,England,218146
2016-11-01,Scotland,135543
2016-11-01,Wales,138504
2016-11-01,United Kingdom,198157
2016-12-01,England,218965
2016-12-01,Wales,138659
2016-12-01,Scotland,132996
2016-12-01,United Kingdom,198513
2017-01-01,England,218655
2017-01-01,Scotland,133141
2017-01-01,Wales,138614
2017-01-01,United Kingdom,198276
2017-02-01,Wales,138086
2017-02-01,England,219696
2017-02-01,Scotland,130885
2017-02-01,United Kingdom,198695
2017-03-01,Scotland,131731
2017-03-01,Wales,139940
2017-03-01,England,218812
2017-03-01,United Kingdom,198270
2017-04-01,Wales,141933
2017-04-01,Scotland,135773
2017-04-01,England,221891
2017-04-01,United Kingdom,201407
2017-05-01,Scotland,136715
2017-05-01,England,223502
2017-05-01,Wales,139592
2017-05-01,United Kingdom,202616
2017-06-01,Scotland,138220
2017-06-01,Wales,142401
2017-06-01,England,225265
2017-06-01,United Kingdom,204347
2017-07-01,Scotland,142004
2017-07-01,Wales,143002
2017-07-01,England,227919
2017-07-01,United Kingdom,207005
2017-08-01,England,229074
2017-08-01,Wales,144735
2017-08-01,Scotland,141685
2017-08-01,United Kingdom,207944
2017-09-01,Scotland,139082
2017-09-01,Wales,145083
2017-09-01,England,228519
2017-09-01,United Kingdom,207167
2017-10-01,England,228484
2017-10-01,Scotland,139591
2017-10-01,Wales,146794
2017-10-01,United Kingdom,207349
2017-11-01,Wales,144972
2017-11-01,England,227618
2017-11-01,Scotland,140834
2017-11-01,United Kingdom,206760
2017-12-01,Scotland,139761
2017-12-01,Wales,145617
2017-12-01,England,228837
2017-12-01,United Kingdom,207568
2018-01-01,Wales,144990
2018-01-01,Scotland,141353
2018-01-01,England,227594
2018-01-01,United Kingdom,206844
2018-02-01,England,228471
2018-02-01,Wales,145068
2018-02-01,Scotland,140480
2018-02-01,United Kingdom,207385
2018-03-01,England,226996
2018-03-01,Wales,145837
2018-03-01,Scotland,139202
2018-03-01,United Kingdom,206133
2018-04-01,Wales,145412
2018-04-01,England,228855
2018-04-01,Scotland,142832
2018-04-01,United Kingdom,208103
2018-05-01,England,229845
2018-05-01,Wales,146531
2018-05-01,Scotland,143019
2018-05-01,United Kingdom,208953
2018-06-01,Scotland,144308
2018-06-01,England,231277
2018-06-01,Wales,148527
2018-06-01,United Kingdom,210355
2018-07-01,Scotland,146056
2018-07-01,England,234127
2018-07-01,Wales,150195
2018-07-01,United Kingdom,212963
2018-08-01,Wales,152466
2018-08-01,Scotland,146404
2018-08-01,England,234731
2018-08-01,United Kingdom,213618
2018-09-01,England,234380
2018-09-01,Scotland,145738
2018-09-01,Wales,151747
2018-09-01,United Kingdom,213210
2018-10-01,Wales,152401
2018-10-01,Scotland,145816
2018-10-01,England,233916
2018-10-01,United Kingdom,212986
2018-11-01,England,233144
2018-11-01,Wales,151646
2018-11-01,Scotland,143919
2018-11-01,United Kingdom,212077
2018-12-01,Wales,153612
2018-12-01,England,232616
2018-12-01,Scotland,142681
2018-12-01,United Kingdom,211621
2019-01-01,Wales,150122
2019-01-01,England,230974
2019-01-01,Scotland,144124
2019-01-01,United Kingdom,210317
2019-02-01,England,230772
2019-02-01,Wales,150566
2019-02-01,Scotland,141355
2019-02-01,United Kingdom,209787
2019-03-01,England,229408
2019-03-01,Scotland,143985
2019-03-01,Wales,151406
2019-03-01,United Kingdom,209202
2019-04-01,England,230994
2019-04-01,Scotland,145110
2019-04-01,Wales,152875
2019-04-01,United Kingdom,210718
2019-05-01,Scotland,145709
2019-05-01,England,231245
2019-05-01,Wales,153038
2019-05-01,United Kingdom,211005
2019-06-01,Scotland,146925
2019-06-01,Wales,154250
2019-06-01,England,232112
2019-06-01,United Kingdom,211915
2019-07-01,Wales,155700
2019-07-01,England,234587
2019-07-01,Scotland,148942
2019-07-01,United Kingdom,214282
2019-08-01,Wales,159275
2019-08-01,Scotland,148383
2019-08-01,England,235298
2019-08-01,United Kingdom,214971
2019-09-01,England,235691
2019-09-01,Wales,155676
2019-09-01,Scotland,149037
2019-09-01,United Kingdom,215127
2019-10-01,England,234940
2019-10-01,Wales,157444
2019-10-01,Scotland,148150
2019-10-01,United Kingdom,214559
2019-11-01,England,234020
2019-11-01,Wales,159560
2019-11-01,Scotland,146779
2019-11-01,United Kingdom,213801
2019-12-01,England,234237
2019-12-01,Wales,157588
2019-12-01,Scotland,144623
2019-12-01,United Kingdom,213521
2020-01-01,England,234049
2020-01-01,Scotland,147731
2020-01-01,Wales,154532
2020-01-01,United Kingdom,213657
2020-02-01,Wales,157134
2020-02-01,England,232955
2020-02-01,Scotland,143944
2020-02-01,United Kingdom,212429
2020-03-01,Scotland,144948
2020-03-01,England,235204
2020-03-01,Wales,158163
2020-03-01,United Kingdom,214344
2020-04-01,England,232657
2020-04-01,Scotland,146059
2020-04-01,Wales,151534
2020-04-01,United Kingdom,212160
2020-05-01,Wales,154054
2020-05-01,Scotland,147150
2020-05-01,England,233673
2020-05-01,United Kingdom,213258
2020-06-01,England,236731
2020-06-01,Scotland,149474
2020-06-01,Wales,158488
2020-06-01,United Kingdom,216208
2020-07-01,England,239080
2020-07-01,Scotland,148755
2020-07-01,Wales,159465
2020-07-01,United Kingdom,218030
2020-08-01,England,241511
2020-08-01,Wales,163805
2020-08-01,Scotland,148875
2020-08-01,United Kingdom,220163
2020-09-01,England,243733
2020-09-01,Wales,160994
2020-09-01,Scotland,154532
2020-09-01,United Kingdom,222511
2020-10-01,Wales,166597
2020-10-01,England,245090
2020-10-01,Scotland,156874
2020-10-01,United Kingdom,224377
2020-11-01,England,247749
2020-11-01,Scotland,157849
2020-11-01,Wales,168781
2020-11-01,United Kingdom,226675
2020-12-01,Scotland,156254
2020-12-01,Wales,171640
2020-12-01,England,250168
2020-12-01,United Kingdom,228446
2021-01-01,Wales,169842
2021-01-01,Scotland,157866
2021-01-01,England,249890
2021-01-01,United Kingdom,228417
2021-02-01,Scotland,155612
2021-02-01,England,251309
2021-02-01,Wales,168438
2021-02-01,United Kingdom,229067
2021-03-01,Scotland,160963
2021-03-01,England,254407
2021-03-01,Wales,173661
2021-03-01,United Kingdom,232463
2021-04-01,Scotland,154719
2021-04-01,England,250703
2021-04-01,Wales,171658
2021-04-01,United Kingdom,228979
2021-05-01,Scotland,161935
2021-05-01,England,251203
2021-05-01,Wales,174016
2021-05-01,United Kingdom,230532
2021-06-01,Scotland,165261
2021-06-01,England,266129
2021-06-01,Wales,184345
2021-06-01,United Kingdom,242777
2021-07-01,England,250545
2021-07-01,Scotland,168799
2021-07-01,Wales,176129
2021-07-01,United Kingdom,231386
2021-08-01,Wales,180281
2021-08-01,Scotland,170669
2021-08-01,England,259193
2021-08-01,United Kingdom,238403
2021-09-01,Wales,185561
2021-09-01,Scotland,170829
2021-09-01,England,268041
2021-09-01,United Kingdom,245371
2021-10-01,England,259748
2021-10-01,Wales,186951
2021-10-01,Scotland,170955
2021-10-01,United Kingdom,239236
2021-11-01,England,265662
2021-11-01,Wales,186520
2021-11-01,Scotland,172873
2021-11-01,United Kingdom,243930
2021-12-01,Scotland,169213
2021-12-01,Wales,189741
2021-12-01,England,267793
2021-12-01,United Kingdom,245189
2022-01-01,England,270231
2022-01-01,Scotland,173589
2022-01-01,Wales,191552
2022-01-01,United Kingdom,248031
2022-02-01,England,271265
2022-02-01,Scotland,170905
2022-02-01,Wales,189656
2022-02-01,United Kingdom,248309
2022-03-01,England,272225
2022-03-01,Scotland,171510
2022-03-01,Wales,191471
2022-03-01,United Kingdom,249232
2022-04-01,Wales,195875
2022-04-01,England,274812
2022-04-01,Scotland,175109
2022-04-01,United Kingdom,252167
2022-05-01,England,278084
2022-05-01,Wales,196682
2022-05-01,Scotland,177326
2022-05-01,United Kingdom,255040
2022-06-01,England,281116
2022-06-01,Scotland,181120
2022-06-01,Wales,200277
2022-06-01,United Kingdom,258118
2022-07-01,Wales,203313
2022-07-01,England,286526
2022-07-01,Scotland,182979
2022-07-01,United Kingdom,262904
2022-08-01,Wales,204218
2022-08-01,England,289294
2022-08-01,Scotland,183378
2022-08-01,United Kingdom,265124
2022-09-01,Wales,207696
2022-09-01,England,290185
2022-09-01,Scotland,181639
2022-09-01,United Kingdom,265727
2022-10-01,England,289993
2022-10-01,Scotland,182341
2022-10-01,Wales,208209
2022-10-01,United Kingdom,265693
2022-11-01,Wales,205941
2022-11-01,Scotland,180523
2022-11-01,England,290003
2022-11-01,United Kingdom,265299
2022-12-01,Wales,206563
2022-12-01,Scotland,175560
2022-12-01,England,288198
2022-12-01,United Kingdom,263190
2023-01-01,Wales,201853
2023-01-01,England,285817
2023-01-01,Scotland,175092
2023-01-01,United Kingdom,260941
2023-02-01,Scotland,171282
2023-02-01,Wales,200870
2023-02-01,England,283907
2023-02-01,United Kingdom,258788
2023-03-01,England,279592
2023-03-01,Scotland,173352
2023-03-01,Wales,199167
2023-03-01,United Kingdom,255885
2023-04-01,Wales,195717
2023-04-01,Scotland,175512
2023-04-01,England,280054
2023-04-01,United Kingdom,256479
2023-05-01,England,279846
2023-05-01,Wales,199616
2023-05-01,Scotland,179854
2023-05-01,United Kingdom,257330
2023-06-01,England,281585
2023-06-01,Scotland,177705
2023-06-01,Wales,200183
2023-06-01,United Kingdom,258275
2023-07-01,Scotland,181013
2023-07-01,Wales,202620
2023-07-01,England,284246
2023-07-01,United Kingdom,261182
2023-08-01,Scotland,182593
2023-08-01,Wales,203852
2023-08-01,England,285690
2023-08-01,United Kingdom,262602
2023-09-01,Scotland,180364
2023-09-01,Wales,204460
2023-09-01,England,284428
2023-09-01,United Kingdom,261318
2023-10-01,England,283147
2023-10-01,Scotland,180051
2023-10-01,Wales,202477
2023-10-01,United Kingdom,260129
2023-11-01,Scotland,179184
2023-11-01,Wales,201778
2023-11-01,England,281026
2023-11-01,United Kingdom,258368
2023-12-01,England,278664
2023-12-01,Wales,202077
2023-12-01,Scotland,176538
2023-12-01,United Kingdom,256177
2024-01-01,England,278060
2024-01-01,Wales,197808
2024-01-01,Scotland,179248
2024-01-01,United Kingdom,255972
2024-02-01,Scotland,175883
2024-02-01,Wales,199272
2024-02-01,England,276935
2024-02-01,United Kingdom,254633
2024-03-01,Scotland,177778
2024-03-01,England,276971
2024-03-01,Wales,200795
2024-03-01,United Kingdom,255082
2024-04-01,Wales,199545
2024-04-01,England,277945
2024-04-01,Scotland,180647
2024-04-01,United Kingdom,256478
2024-05-01,England,280824
2024-05-01,Wales,199330
2024-05-01,Scotland,180418
2024-05-01,United Kingdom,258565
2024-06-01,England,281611
2024-06-01,Scotland,181219
2024-06-01,Wales,204368
2024-06-01,United Kingdom,259585
2024-07-01,Scotland,185882
2024-07-01,England,284105
2024-07-01,Wales,204982
2024-07-01,United Kingdom,262479
2024-08-01,Wales,207156
2024-08-01,Scotland,186285
2024-08-01,England,287343
2024-08-01,United Kingdom,265085
2024-09-01,England,287576
2024-09-01,Wales,203822
2024-09-01,Scotland,184496
2024-09-01,United Kingdom,264750
2024-10-01,Wales,207454
2024-10-01,England,287595
2024-10-01,Scotland,185664
2024-10-01,United Kingdom,265252
2024-11-01,Wales,207435
2024-11-01,Scotland,184775
2024-11-01,England,286814
2024-11-01,United Kingdom,264515
2024-12-01,England,287129
2024-12-01,Wales,204481
2024-12-01,Scotland,181899
2024-12-01,United Kingdom,264069
2025-01-01,Wales,206039
2025-01-01,Scotland,185467
2025-01-01,England,287299
2025-01-01,United Kingdom,264990
2025-02-01,Wales,205804
2025-02-01,England,288066
2025-02-01,Scotland,182249
2025-02-01,United Kingdom,264971
2025-03-01,England,292746
2025-03-01,Scotland,183543
2025-03-01,Wales,206272
2025-03-01,United Kingdom,268686
2025-04-01,Scotland,186805
2025-04-01,England,282094
2025-04-01,Wales,207610
2025-04-01,United Kingdom,261485
2025-05-01,England,286901
2025-05-01,Wales,207842
2025-05-01,Scotland,186762
2025-05-01,United Kingdom,265065
2025-06-01,England,290082
2025-06-01,Scotland,190353
2025-06-01,Wales,209571
2025-06-01,United Kingdom,268151
2025-07-01,England,292489
2025-07-01,Scotland,191874
2025-07-01,Wales,210006
2025-07-01,United Kingdom,270557
2025-08-01,Wales,210287
2025-08-01,Scotland,191873
2025-08-01,England,293768
2025-08-01,United Kingdom,271523
2025-09-01,England,291752
2025-09-01,Wales,208837
2025-09-01,Scotland,192525
2025-09-01,United Kingdom,270055
2025-10-01,Wales,210258
2025-10-01,Scotland,192631
2025-10-01,England,291993
2025-10-01,United Kingdom,270334
2025-11-01,Scotland,193114
2025-11-01,Wales,208935
2025-11-01,England,293131
2025-11-01,United Kingdom,271188
